[GIN-debug] [WARNING] Creating an Engine instance with the Logger and Recovery middleware already attached.

[GIN-debug] [WARNING] Running in "debug" mode. Switch to "release" mode in production.
 - using env:	export GIN_MODE=release
 - using code:	gin.SetMode(gin.ReleaseMode)

[GIN-debug] GET    /get                      --> main.main.func1 (3 handlers)
[GIN-debug] POST   /post                     --> main.main.func2 (3 handlers)
[GIN-debug] [WARNING] You trusted all proxies, this is NOT safe. We recommend you to set a value.
Please check https://pkg.go.dev/github.com/gin-gonic/gin#readme-don-t-trust-all-proxies for details.
[GIN-debug] Listening and serving HTTP on :8080
[GIN-debug] [ERROR] listen tcp :8080: bind: address already in use
[GIN-debug] [WARNING] Creating an Engine instance with the Logger and Recovery middleware already attached.

[GIN-debug] [WARNING] Running in "debug" mode. Switch to "release" mode in production.
 - using env:	export GIN_MODE=release
 - using code:	gin.SetMode(gin.ReleaseMode)

[GIN-debug] GET    /get                      --> main.main.func1 (3 handlers)
[GIN-debug] POST   /post                     --> main.main.func2 (3 handlers)
[GIN-debug] [WARNING] You trusted all proxies, this is NOT safe. We recommend you to set a value.
Please check https://pkg.go.dev/github.com/gin-gonic/gin#readme-don-t-trust-all-proxies for details.
[GIN-debug] Listening and serving HTTP on :8080
[GIN-debug] [ERROR] listen tcp :8080: bind: address already in use
[GIN-debug] [WARNING] Creating an Engine instance with the Logger and Recovery middleware already attached.

[GIN-debug] [WARNING] Running in "debug" mode. Switch to "release" mode in production.
 - using env:	export GIN_MODE=release
 - using code:	gin.SetMode(gin.ReleaseMode)

[GIN-debug] GET    /get                      --> main.main.func1 (3 handlers)
[GIN-debug] POST   /post                     --> main.main.func2 (3 handlers)
[GIN-debug] [WARNING] You trusted all proxies, this is NOT safe. We recommend you to set a value.
Please check https://pkg.go.dev/github.com/gin-gonic/gin#readme-don-t-trust-all-proxies for details.
[GIN-debug] Listening and serving HTTP on :8080
[GIN] 2025/02/18 - 20:14:40 | 404 |       1.167µs |       127.0.0.1 | GET      "/v1/health"
[GIN] 2025/02/18 - 22:13:53 | 404 |        2.25µs |       127.0.0.1 | GET      "/v1/health"
[GIN] 2025/02/18 - 22:13:57 | 404 |       1.041µs |       127.0.0.1 | GET      "/v1/health"
[GIN] 2025/02/18 - 22:14:23 | 404 |         875ns |       127.0.0.1 | GET      "/v1/health"
[GIN] 2025/02/18 - 22:14:27 | 404 |           2µs |       127.0.0.1 | GET      "/v1/health"
[GIN] 2025/02/18 - 22:14:53 | 404 |       2.125µs |       127.0.0.1 | GET      "/v1/health"
[GIN] 2025/02/18 - 22:14:57 | 404 |         834ns |       127.0.0.1 | GET      "/v1/health"
[GIN] 2025/02/18 - 22:15:23 | 404 |       2.083µs |       127.0.0.1 | GET      "/v1/health"
[GIN] 2025/02/18 - 22:15:27 | 404 |       1.417µs |       127.0.0.1 | GET      "/v1/health"
[GIN] 2025/02/18 - 22:15:53 | 404 |       4.125µs |       127.0.0.1 | GET      "/v1/health"
[GIN] 2025/02/18 - 22:15:57 | 404 |       2.209µs |       127.0.0.1 | GET      "/v1/health"
[GIN] 2025/02/18 - 22:16:23 | 404 |       2.291µs |       127.0.0.1 | GET      "/v1/health"
[GIN] 2025/02/18 - 22:16:27 | 404 |       2.417µs |       127.0.0.1 | GET      "/v1/health"
[GIN] 2025/02/18 - 22:16:53 | 404 |       2.709µs |       127.0.0.1 | GET      "/v1/health"
[GIN] 2025/02/18 - 22:16:57 | 404 |       1.709µs |       127.0.0.1 | GET      "/v1/health"
[GIN] 2025/02/18 - 22:17:23 | 404 |      69.666µs |       127.0.0.1 | GET      "/v1/health"
[GIN] 2025/02/18 - 22:17:27 | 404 |         916ns |       127.0.0.1 | GET      "/v1/health"
[GIN] 2025/02/18 - 22:17:53 | 404 |         875ns |       127.0.0.1 | GET      "/v1/health"
[GIN] 2025/02/18 - 22:17:57 | 404 |       1.875µs |       127.0.0.1 | GET      "/v1/health"
[GIN] 2025/02/18 - 22:18:23 | 404 |         833ns |       127.0.0.1 | GET      "/v1/health"
[GIN] 2025/02/18 - 22:18:27 | 404 |       4.334µs |       127.0.0.1 | GET      "/v1/health"
[GIN] 2025/02/18 - 22:18:53 | 404 |       1.833µs |       127.0.0.1 | GET      "/v1/health"
[GIN] 2025/02/18 - 22:18:57 | 404 |           1µs |       127.0.0.1 | GET      "/v1/health"
[GIN] 2025/02/18 - 22:19:23 | 404 |       1.583µs |       127.0.0.1 | GET      "/v1/health"
[GIN] 2025/02/18 - 22:19:27 | 404 |         959ns |       127.0.0.1 | GET      "/v1/health"
[GIN] 2025/02/18 - 22:19:53 | 404 |       3.625µs |       127.0.0.1 | GET      "/v1/health"
[GIN] 2025/02/18 - 22:19:57 | 404 |       2.042µs |       127.0.0.1 | GET      "/v1/health"
[GIN] 2025/02/18 - 22:20:23 | 404 |       1.834µs |       127.0.0.1 | GET      "/v1/health"
[GIN] 2025/02/18 - 22:20:27 | 404 |       1.459µs |       127.0.0.1 | GET      "/v1/health"
[GIN] 2025/02/18 - 22:20:53 | 404 |         875ns |       127.0.0.1 | GET      "/v1/health"
[GIN] 2025/02/18 - 22:20:57 | 404 |         916ns |       127.0.0.1 | GET      "/v1/health"
